train_task,test_task,test_acc,test_loss,epoch
0,0,0.5293843283582089,0.6920121641301397,0
0,avg,0.5293843283582089,0.6920121641301397,0
0,0,0.5293843283582089,0.6920121641301397,0
0,avg,0.5293843283582089,0.6920121641301397,0
1,0,0.5293843283582089,0.6920121641301397,0
1,1,0.49381443298969074,0.6938718815439755,0
1,avg,0.5115993806739498,0.6929420228370575,0
1,0,0.5293843283582089,0.6920121641301397,0
1,1,0.49381443298969074,0.6938718815439755,0
1,avg,0.5115993806739498,0.6929420228370575,0
2,0,0.5293843283582089,0.6920121641301397,0
2,1,0.49381443298969074,0.6938718815439755,0
2,2,0.49461312438785504,0.6929648658087392,0
2,avg,0.5059372952452516,0.6929496371609515,0
2,0,0.5293843283582089,0.6920121641301397,0
2,1,0.49381443298969074,0.6938718815439755,0
2,2,0.49461312438785504,0.6929648658087392,0
2,avg,0.5059372952452516,0.6929496371609515,0
3,0,0.5293843283582089,0.6920121641301397,0
3,1,0.49381443298969074,0.6938718815439755,0
3,2,0.49461312438785504,0.6929648658087392,0
3,3,0.5090725806451613,0.6930199669253442,0
3,avg,0.506721116595229,0.6929672196020497,0
3,0,0.5293843283582089,0.6921742175942036,1
3,1,0.49381443298969074,0.6944597853827722,1
3,2,0.49461312438785504,0.692646665507736,1
3,3,0.5090725806451613,0.692718259749874,1
3,avg,0.506721116595229,0.6929997320586465,1
3,0,0.5293843283582089,0.6919150210138577,2
3,1,0.49381443298969074,0.6948686108146747,2
3,2,0.49461312438785504,0.6910484082318193,2
3,3,0.5090725806451613,0.69243545686045,2
3,avg,0.506721116595229,0.6925668742302005,2
3,0,0.5293843283582089,0.6909808329681852,3
3,1,0.49381443298969074,0.6948401932863845,3
3,2,0.49461312438785504,0.6880223781425036,3
3,3,0.5090725806451613,0.6913676954084828,3
3,avg,0.506721116595229,0.691302774951389,3
3,0,0.5293843283582089,0.6879715670400591,4
3,1,0.49381443298969074,0.6934617150690138,4
3,2,0.569539666993144,0.6831297169236081,4
3,3,0.5090725806451613,0.6890026446311704,4
3,avg,0.5254527522465513,0.6883914109159629,4
3,0,0.5293843283582089,0.682358129700618,5
3,1,0.49381443298969074,0.6915306563229905,5
3,2,0.6552399608227228,0.6792516680352251,5
3,3,0.5090725806451613,0.6880254360937303,5
3,avg,0.5468778257039459,0.6852914725381409,5
3,0,0.5293843283582089,0.6808715435995984,6
3,1,0.49381443298969074,0.6902313507709307,6
3,2,0.6895200783545543,0.6765852805799882,6
3,3,0.5090725806451613,0.6876402208881993,6
3,avg,0.5554478550869038,0.6838320989596792,6
3,0,0.5293843283582089,0.6786666023197458,7
3,1,0.49381443298969074,0.6883265072537451,7
3,2,0.7644466209598433,0.6727219001553317,7
3,3,0.5090725806451613,0.6858713319224696,7
3,avg,0.574179490738226,0.6813965854128231,7
3,0,0.5293843283582089,0.6752329406453602,8
3,1,0.49381443298969074,0.6855737037265424,8
3,2,0.811949069539667,0.6688118167768846,8
3,3,0.5090725806451613,0.6841250311943793,8
3,avg,0.586055102883182,0.6784358730857917,8
3,0,0.5293843283582089,0.6734142730485148,9
3,1,0.49381443298969074,0.683704620046714,9
3,2,0.8339862879529872,0.6668537823623821,9
3,3,0.5090725806451613,0.6839609530664259,9
3,avg,0.5915644074865121,0.6769834071310092,9
3,0,0.5293843283582089,0.6708919752889605,10
3,1,0.49381443298969074,0.6813568115234375,10
3,2,0.8555337904015671,0.6636494067693668,10
3,3,0.5090725806451613,0.682250645852858,10
3,avg,0.596951283098657,0.6745372098586557,10
3,0,0.5293843283582089,0.6689205614488516,11
3,1,0.49381443298969074,0.6790839047776055,11
3,2,0.881488736532811,0.6598102371559554,11
3,3,0.5090725806451613,0.6799995668472782,11
3,avg,0.603440019631468,0.6719535675574226,11
3,0,0.5293843283582089,0.6656476757419643,12
3,1,0.49381443298969074,0.6765564122150853,12
3,2,0.8785504407443683,0.6570806325824674,12
3,3,0.5115927419354839,0.6764249032543551,12
3,avg,0.603335486006938,0.668927405948468,12
3,0,0.5293843283582089,0.6632841772107936,13
3,1,0.49381443298969074,0.6732560423231616,13
3,2,0.8991185112634672,0.6545337523816265,13
3,3,0.5115927419354839,0.6746352795631655,13
3,avg,0.6084775036367127,0.6664273128696868,13
3,0,0.5293843283582089,0.6611480766267919,14
3,1,0.49381443298969074,0.6715170948775773,14
3,2,0.9142997061704211,0.6507495726941265,14
3,3,0.5100806451612904,0.6731845332730201,14
3,avg,0.6118947781699028,0.6641498193678789,14
3,0,0.5293843283582089,0.6554318275024642,15
3,1,0.49381443298969074,0.6671706760052554,15
3,2,0.9118511263467189,0.6483749703492288,15
3,3,0.5393145161290323,0.6691879149406187,15
3,avg,0.6185911009559126,0.6600413471993918,15
3,0,0.5293843283582089,0.6543236917524196,16
3,1,0.49381443298969074,0.6660187082192333,16
3,2,0.9265426052889324,0.6435937535867868,16
3,3,0.530241935483871,0.667523322566863,16
3,avg,0.6199958255301757,0.6578648690313257,16
3,0,0.5293843283582089,0.6488773698237404,17
3,1,0.5216494845360825,0.6605022823687681,17
3,2,0.9231145935357493,0.640903551361353,17
3,3,0.5710685483870968,0.662971108190475,17
3,avg,0.6363042387042843,0.6533135779360841,17
3,0,0.5293843283582089,0.6468442411565068,18
3,1,0.5628865979381443,0.656339743702682,18
3,2,0.9294809010773751,0.6364672265720648,18
3,3,0.6068548387096774,0.6604341460812476,18
3,avg,0.6571516665208514,0.6500213393781253,18
3,0,0.5303171641791045,0.6430640007132915,19
3,1,0.7489690721649485,0.6538646815978375,19
3,2,0.9270323212536729,0.6357962508393081,19
3,3,0.6421370967741935,0.6577565823831866,19
3,avg,0.7121139135929798,0.647620378883406,19
3,0,0.5298507462686567,0.6424333978055129,20
3,1,0.622680412371134,0.6526897155132491,20
3,2,0.9285014691478942,0.6315690581408584,20
3,3,0.6411290322580645,0.6551296364876532,20
3,avg,0.6805404150114374,0.6454554519868184,20
3,0,0.5443097014925373,0.6360148760809827,21
3,1,0.815979381443299,0.6457220529772572,21
3,2,0.9333986287952988,0.625918299631087,21
3,3,0.7575604838709677,0.6501858349769346,21
3,avg,0.7628120489005257,0.6394602659165654,21
3,0,0.5326492537313433,0.6359210067720555,22
3,1,0.7525773195876289,0.6459280230335354,22
3,2,0.9294809010773751,0.6307760046231291,22
3,3,0.6955645161290323,0.6509148843826786,22
